Date,ES=F,NQ=F,RTY=F,GC=F,SI=F,ZN=F
2002-08-23,0.9097766114115895,0.0,0.0,0.03528087646062482,0.025595960505788527,0.02934655162199716
2002-08-26,0.8397832263518067,0.0,0.0,0.06321703796757461,0.045506943780878675,0.05149279189973997
2002-08-27,0.7836645246415288,0.0,0.0,0.08544240501788807,0.06261655300840308,0.06827651733218013
2002-08-28,0.7320891565248872,0.0,0.0,0.1048350105502481,0.07824079464740585,0.08483503827745892
2002-08-29,0.6898911280658168,0.0,0.0,0.1213819977869198,0.09048692469532432,0.09823994945193917
2002-08-30,0.6553654684174864,0.0,0.0,0.13508857773402344,0.09962358451049776,0.10992236933799243
2002-09-02,0.7180262923415798,0.0,0.0,0.11052701814601917,0.08151020550858906,0.08993648400381198
2002-09-03,0.6783851482794744,0.0,0.0,0.12585041428015367,0.09303518415840256,0.1027292532819694
2002-09-04,0.6459514849559336,0.0,0.0,0.13899404487640454,0.101954669402066,0.11309980076559588
2002-09-05,0.619414851327582,0.0,0.0,0.1498619410598064,0.10933116215699604,0.12139204545561555
2002-09-06,0.5977030601771126,0.0,0.0,0.16025407027235708,0.11564144049268102,0.12640142905784932
2002-09-09,0.5799388674176376,0.0,0.0,0.16905776892499993,0.1220378187902616,0.1289655448671009
2002-09-10,0.5814310855563954,0.0,0.0,0.1664223282165404,0.12260811253187669,0.12953847369518742
2002-09-11,0.5962226346452709,0.0,0.0,0.16072073560456307,0.1176571592807331,0.12539947046943295
2002-09-12,0.6003640958546445,0.0,0.0,0.1594670494906112,0.11481109016518819,0.12535776448955624
2002-09-13,0.616202404101178,0.0,0.0,0.1555679350897137,0.1036089924556097,0.12462066835349862
2002-09-16,0.636030165455307,0.0,0.0,0.14832310804125942,0.0951054898720943,0.12054123663133942
2002-09-17,0.6604459598589834,0.0,0.0,0.13957575484129303,0.0849714502635574,0.1150068350361662
2002-09-18,0.6470428510830685,0.0,0.0,0.144395818845227,0.08726015925486233,0.12130117081684223
2002-09-19,0.6240729603897445,0.0,0.0,0.1518575391039969,0.09399677912733966,0.130072721378919
2002-09-20,0.6120915782011508,0.0,0.0,0.1561192080257092,0.09680826333079602,0.13498095044234393
2002-09-23,0.5921454671660409,0.0,0.0,0.1635248368271117,0.10213629205339272,0.1421934039534547
2002-09-24,0.5753917458631244,0.0,0.0,0.16973596111629935,0.10599909171694868,0.1488732013036276
2002-09-25,0.5616841557061927,0.0008484880829818851,0.0,0.17550150125811745,0.10777730576131238,0.1541885491913956
2002-09-26,0.5504688546687031,0.0006942175224397241,0.0,0.1815962775680364,0.10813768286887768,0.1591029673719431
2002-09-27,0.5412926992743934,0.0005679961547234106,0.0,0.18537858726260217,0.10887426204553483,0.16388645526274614
2002-09-30,0.5337849357699582,0.00046472412659188136,0.0,0.18888757473454432,0.1090294040096155,0.16783336135929006
2002-10-01,0.5276422201754204,0.00038022883084790293,0.0,0.1932587340284822,0.10679264750870202,0.17192616945654746
2002-10-02,0.5226163619617077,0.0003110963161482842,0.0,0.1960132926035532,0.10585496502156093,0.17520428409703
2002-10-03,0.5185042961504881,0.0002545333495758689,0.0,0.1975280474019446,0.10678289482228219,0.1769302282757094
2002-10-04,0.5151398786685811,0.0002082545587438927,0.0,0.1979475076707267,0.10975370737694266,0.17695065172500565
2002-10-07,0.5123871734561118,0.00017039009351773037,0.0,0.19841620485341588,0.11182831001361519,0.1771979215833394
2002-10-08,0.510134960100455,0.00013941007651450664,0.0,0.19879660623719014,0.11207771507158147,0.17885130851425876
2002-10-09,0.5082922400821905,0.00011406278987550544,0.0,0.19904338512602204,0.113263278449683,0.17928703355222894
2002-10-10,0.5067845600672468,9.332410080723172e-05,0.0,0.1993542025764545,0.11413196405369637,0.17963594920179518
2002-10-11,0.5055510036913836,7.635608247864411e-05,0.0,0.2005705285772762,0.11486890492364919,0.17893320672521218
2002-10-14,0.5045417302929504,6.247315839161792e-05,0.0,0.2020913029759881,0.11643986377229906,0.17686462980037096
2002-10-15,0.5135554937121837,5.111440232041465e-05,0.0,0.1990994069490979,0.11647933526882576,0.1708146496675723
2002-10-16,0.5110908584917867,4.182087462579381e-05,0.0,0.2001290156254559,0.12075560702725305,0.16798269798087864
2002-10-17,0.509931304448077,3.421707923928583e-05,0.0,0.2011248039703324,0.12364089524789915,0.16526877925445208
2002-10-18,0.5101026625458077,2.799579210487023e-05,0.0,0.20166154901336183,0.1263899285161202,0.1618178641326055
2002-10-21,0.5143934270842847,2.2905648085802914e-05,0.0,0.2000399978609114,0.12794318625518447,0.15760048315153366
2002-10-22,0.5140672716152849,1.874098479747511e-05,0.0,0.2000284208179786,0.13143738224086762,0.15444818434107155
2002-10-23,0.525478596220816,1.5333533016115996e-05,0.0,0.19607760434953211,0.1303754647994208,0.14805300109721486
2002-10-24,0.5355357698728344,1.2545617922276722e-05,0.0,0.19241857795444703,0.12850257273393934,0.14353053382085698
2002-10-25,0.5470025461885831,1.0264596481862774e-05,0.0,0.18911769218100466,0.12720802463098801,0.13666147240294246
2002-10-28,0.5454073401931682,8.398306212433177e-06,0.0,0.18985608690406092,0.12969594106363233,0.13503223353292607
2002-10-29,0.5371514601580467,6.871341446536236e-06,0.0,0.19054161120074684,0.13637188296926467,0.13592817433049523
2002-10-30,0.53039664922022,5.622006638075102e-06,0.0,0.19144903028428342,0.14183660690995897,0.1363120915788995
2002-10-31,0.5248699857256346,4.599823612970537e-06,0.0,0.19186383247764655,0.14610071214802553,0.13716086982508038
2002-11-01,0.5203481701391556,3.7634920469758935e-06,0.0,0.19299465080170838,0.14968699946299427,0.13696641610409482
2002-11-04,0.5166485028411273,3.079220765707549e-06,0.0,0.1943235486786718,0.15282584978920194,0.1361990194702333
2002-11-05,0.5136215023245586,2.519362444669812e-06,0.0,0.19533768960789868,0.1556294959065232,0.13540879279857473
2002-11-06,0.5162445349795419,2.061296545638937e-06,0.0,0.194588617230321,0.15563029673027778,0.13353448976331359
