Date,ES=F,NQ=F,RTY=F,GC=F,SI=F,ZN=F
2002-08-23,0.7526,0.0,0.0,0.0,0.0,0.0
2002-08-26,0.09634347171959501,0.0,0.0,0.031452038577693284,0.022541983200400222,0.0
2002-08-27,0.09463570937613715,0.0,0.0,0.09470140736858713,0.04548578821817006,0.1133985970161323
2002-08-28,0.2339003811482459,0.0,0.0,0.12633938068679132,0.06883025770825472,0.0
2002-08-29,0.04734443434602806,0.0,0.0,0.032327492019431935,0.09354206303834506,0.11677911889012686
2002-08-30,0.09402620968239503,0.0,0.0,0.03219927358825954,0.11433112451374786,0.0
2002-09-02,0.0,0.0,0.0,0.0,0.0,0.0
2002-09-03,0.04554467067553819,0.0,0.0,0.03252338253883466,0.02311090435945406,0.0
2002-09-04,0.047031700815994906,0.0,0.0,0.0665256925318274,0.02358186988432176,0.0
2002-09-05,0.0,0.0,0.0,0.09995531545615176,0.0,0.0
2002-09-06,0.0,0.0,0.0,0.10056949469145733,0.0,0.11954545486756396
2002-09-09,0.04696002056014113,0.0,0.0,0.06700307091970428,0.0,0.0
2002-09-10,0.0472303167627132,0.0,0.0,0.03295367332915347,0.0,0.0
2002-09-11,0.04675738002778785,0.0,0.0,0.032687577813264215,0.023447089320969408,0.0
2002-09-12,0.09239123358704063,0.0,0.0,0.03312373673636416,0.0,0.0
2002-09-13,0.09300796265387246,0.0,0.0,0.0660601717193305,0.0,0.0
2002-09-16,0.09311447504122634,0.0,0.0,0.06616605177344208,0.023729844653845422,0.0
2002-09-17,0.1817322516142531,0.0,0.0,0.06604657353020148,0.0,0.0
2002-09-18,0.13701145774400622,0.0,0.0,0.06780646280980988,0.02442280434424834,0.1218925859957979
2002-09-19,0.089151792768328,0.0,0.0,0.10250205723030106,0.024566389142315414,0.0
2002-09-20,0.13602437391462216,0.0,0.0,0.0,0.024779883993564917,0.12278862954217418
2002-09-23,0.04468889172187572,0.0,0.0,0.0,0.02480065913272377,0.0
2002-09-24,0.08826270180175518,0.0,0.0,0.03504698626680382,0.049994921168560615,0.0
2002-09-25,0.09065554627901407,0.0,0.0,0.03472121024396246,0.04934463549073188,0.0
2002-09-26,0.09195087197115286,0.0,0.0,0.03446677960200479,0.024238659377003265,0.0
2002-09-27,0.13288195715850476,0.0,0.0,0.0,0.0,0.0
2002-09-30,0.044127783008578864,0.0,0.0,0.035074818765997745,0.0,0.0
