Date,portfolio_plot,benchmark_plot,es_only_plot,es_weighted_plot,alts_weighted_plot
2004-12-14,1285832.7145410313,1279829.9229338306,1382113.308321585,1172830.2150224603,1111063.7925200497
2004-12-15,1288803.5789936162,1280627.1591815052,1383714.373665382,1173769.017453854,1112741.4995044824
2004-12-16,1284122.3713749913,1280095.6683497222,1382433.5213903442,1172977.445274689,1109450.2027940296
2004-12-17,1262232.7289977614,1265426.4694891057,1350849.2190855409,1151833.972768272,1110536.4531392893
2004-12-20,1273534.9903875275,1274249.2692001078,1365990.8121106138,1161810.7878678893,1110861.2892112155
2004-12-21,1290552.0270966536,1284081.849588096,1386636.9309249106,1175508.0421173065,1112608.0906192134
2004-12-22,1294191.273959283,1287270.7945787946,1393346.1571274886,1179952.510526271,1111538.9002132174
2004-12-23,1296854.6339171613,1288068.0308264697,1395023.4636781332,1181064.6923835943,1112778.676091307
2004-12-27,1292971.4203889095,1284613.340419879,1387755.135292007,1176250.602098605,1113982.3995229336
2004-12-28,1306298.3781107801,1292054.2120648434,1403409.9964313556,1186608.162029197,1115655.2229385453
2004-12-29,1305434.3126509734,1293648.6845601927,1406764.6095326445,1189082.8943852163,1112590.5041429086
2004-12-30,1301052.986957502,1291256.9758171684,1401254.9116511336,1185332.8135441684,1112365.247115368
2004-12-31,1299223.1979931628,1290193.994153602,1398815.1930320142,1183665.7723682628,1112365.247115368
2005-01-03,1283812.308715726,1282221.6316768548,1380517.3033886198,1170107.170804234,1111912.6669798568
2005-01-04,1254001.9924176382,1266011.1613074688,1347931.8115820081,1144660.4275573278,1110275.0527589563
2005-01-05,1242718.2954328994,1257773.05341483,1335275.771245327,1134555.46238415,1110086.046217487
2005-01-06,1247790.8758596915,1263087.9617326614,1343408.1666423911,1141051.9644049024,1108260.8533485422
2005-01-07,1244659.900490781,1260961.9984055287,1340155.2084835656,1138449.1083711458,1108008.0449425955
2005-01-10,1252568.6608699467,1266808.3975551433,1349100.8434203363,1145608.599368943,1108080.4455101518
2005-01-11,1243694.1810191898,1258570.2896625046,1336495.6305548868,1135520.8807325708,1109986.9306711163
2005-01-12,1250962.5120810173,1262290.7254849868,1342188.3073328317,1140068.7304100578,1112028.2727503176
2005-01-13,1236405.5216057925,1252192.399681107,1326736.7560784095,1127747.1368611301,1111106.547804686
2005-01-14,1242314.216648825,1258304.5442466133,1335196.9886649179,1134397.5687981865,1109864.1470595228
2005-01-18,1258822.9787231912,1271060.3242094088,1352884.9486535327,1148321.234571459,1110990.2765992265
2005-01-19,1241549.2628577843,1258038.7988307218,1334828.4894984886,1134121.7253395808,1109483.033453835
2005-01-20,1231038.1414580743,1250597.9271857578,1324510.5128384633,1125996.5589115003,1108038.6502623297
2005-01-21,1223800.3103302526,1242094.0738772273,1312718.5395127202,1116698.4623249513,1110673.7951705232
2005-01-24,1220717.6190425414,1239702.365134203,1309402.0470148548,1114089.6286655592,1110470.822688941
2005-01-25,1222552.4949032802,1243422.800956685,1314561.0353448675,1118148.557852682,1108094.2403163302
2005-01-26,1229714.0858324897,1247143.2367791673,1319720.0236748804,1122216.1607496673,1110554.318891323
2005-01-27,1231752.2648307339,1248737.7092745167,1321931.018673457,1123955.571467675,1110673.6624463133
2005-01-28,1231437.1320660657,1248737.7092745167,1321931.018673457,1123955.571467675,1110389.506555649
2005-01-31,1239620.356369158,1256178.5809194806,1332248.9953334823,1132074.027658168,1109747.8704899112
2005-02-01,1248998.022794927,1264150.943396228,1343303.9703263664,1140777.366715352,1109611.3615411916
2005-02-02,1254141.766412394,1268402.870050493,1349199.9569892378,1145419.7142395454,1109665.550900867
2005-02-03,1247191.110186805,1264416.6888121197,1343672.4694927959,1141067.7251094445,1107731.7474148634
2005-02-04,1266815.5974497981,1277703.9596066982,1367139.5129604493,1159059.567911997,1107695.6327607767
2005-02-07,1263809.1545429167,1276375.2325272404,1364582.8911574972,1157257.5356392702,1106788.992777822
2005-02-08,1265948.9896081944,1277969.7050225898,1367632.5394313962,1159421.748515742,1106593.136554529
2005-02-09,1249521.5476099707,1268137.1246346014,1348826.3750756853,1144767.6717234703,1106219.9268673994
2005-02-10,1260154.6583143473,1271857.5604570836,1355210.3054623806,1150309.0662480516,1110278.777981996
2005-02-11,1282579.7398238787,1283018.86792453,1376008.9066903724,1166872.768416964,1114049.451286437
2005-02-14,1283845.3410655104,1282221.6316768553,1374522.2031568466,1165693.5946387048,1116274.546810162
2005-02-15,1293187.4313249015,1287005.0491629036,1384784.269598517,1173566.7574186467,1116857.8997956596
2005-02-16,1291433.8846144232,1286739.303747012,1384212.4605471608,1173128.5613946337,1115760.4754273503
2005-02-17,1273766.2493322194,1276640.9779431322,1362483.7165956302,1156460.7285550567,1116348.909878546
2005-02-18,1276343.2092588681,1277969.70502259,1365518.1166281595,1158652.6917869246,1116491.4633338575
2005-02-22,1241811.024993858,1259367.5259101798,1322823.0407935723,1125532.887629206,1118198.793812661
2005-02-23,1252830.417344391,1267871.37921871,1337400.3595428101,1136165.426666034,1117558.0386267598
2005-02-24,1264622.3924927136,1276375.2325272404,1352038.6712575257,1146859.3180494152,1117558.040252549
2005-02-25,1280986.2922023495,1288333.7762423612,1372623.7971063445,1161897.6027856225,1117364.8943829262
2005-02-28,1269966.9027601879,1279829.922933831,1357985.485391629,1151201.886818407,1118038.7955126532
2005-03-01,1276310.1669042867,1286207.812915229,1368964.2191776654,1159218.793742755,1115837.2441722131
2005-03-02,1276152.599339215,1285676.3220834457,1368049.324695496,1158549.4091836086,1116343.8219993603
2005-03-03,1274256.737066528,1286207.812915229,1369045.5431316362,1159292.3193985934,1113969.5266632452
2005-03-04,1306326.3381835779,1301355.3016210492,1403051.6627591725,1184963.4423955511,1117337.6268311006
2005-03-07,1309609.7889473143,1302418.2832846155,1405272.8232519955,1186761.5529037903,1118450.562124837
2005-03-08,1303093.697363289,1297369.1203826752,1393663.8288226863,1177558.8470124735,1121558.5923874946
2005-03-09,1278742.262023174,1283018.86792453,1364814.156151601,1154593.3693414475,1122472.9026971287
2005-03-10,1281542.8520816574,1285676.3220834457,1369093.8292293062,1158003.2042874282,1121616.2709139595
2005-03-11,1269079.958501132,1276640.9779431322,1354404.690043359,1146291.6290666691,1122052.222045775
2005-03-14,1277024.2937282138,1283816.1041722049,1366069.594691023,1155588.3472465286,1119976.0454518527
2005-03-15,1259549.8040000387,1273983.5237842165,1346757.696996557,1140244.7023185554,1119521.358451723
2005-03-16,1241828.8132903276,1262556.4709008785,1327062.0518942922,1123907.761391042,1119810.4963647712
2005-03-17,1244301.57015353,1264948.179643903,1331179.077064056,1127323.3369665432,1118637.1637553503
2005-03-18,1245207.238429027,1265692.2149049977,1332256.5425180532,1128202.812233889,1118578.6680557264
2005-03-21,1234425.7901665233,1260961.9984055292,1325244.9697977607,1122464.8548085666,1114582.6248345051
2005-03-22,1216544.682568631,1248206.2184427336,1308151.6912225564,1106935.7812977983,1113857.5136353965
2005-03-23,1214808.9300489211,1248471.9638586252,1308454.1146763847,1107178.583246443,1112023.9538313986
2005-03-24,1215698.409283122,1249534.9455221915,1309999.2698018267,1108452.4995557466,1111558.6828550212
2005-03-28,1218595.568977579,1251660.908849324,1313150.573018189,1111047.7410052265,1111605.1506820365
2005-03-29,1208816.3671577678,1243688.5463725766,1301333.1859568302,1101315.9914474415,1112421.1764944356
2005-03-30,1231770.0531659815,1260164.7621578542,1323377.0602299974,1121413.3900619878,1113244.4044065666
2005-03-31,1229310.0035583698,1258570.2896625048,1321242.3064382682,1119469.892994189,1112950.4098043456
2005-04-01,1217355.3764303864,1251926.6542652154,1312347.498972729,1111369.845705199,1110180.2155186182
2005-04-04,1220303.3718946276,1254052.617592348,1315193.8373617015,1113968.3758611614,1110272.9227723225
2005-04-05,1228710.2374201438,1259899.0167419629,1323021.267931376,1121113.738497772,1110800.1121227706
2005-04-06,1235775.258597045,1264150.9433962281,1329308.6261227312,1126307.9152452382,1112040.762900966
2005-04-07,1244385.430207216,1270528.8333776258,1338762.5357718184,1134090.5280658063,1112104.794661507
2005-04-08,1228029.1454278114,1258038.7988307218,1320248.6293756894,1118850.4494668152,1112431.846361509
2005-04-11,1229299.8362415442,1258304.5442466133,1320642.5422777345,1119174.6098295487,1113260.6233072255
2005-04-12,1237320.4121713557,1264948.1796439027,1330490.3648288671,1127272.5875411455,1112468.914469653
2005-04-13,1214631.0270358543,1250066.4363539745,1305564.5729368653,1106508.5944482354,1112560.3101681795
2005-04-14,1190965.7592999903,1233590.2205686967,1283469.8711924665,1088533.778379388,1108956.8615059485
2005-04-15,1171519.1664800635,1215519.5322880694,1262711.9319414601,1071930.429789986,1107764.2054718907
2005-04-18,1175239.736210872,1218974.22269466,1266676.4746975289,1074637.1208558502,1108485.1253976806
2005-04-19,1187123.1969683613,1228541.0576667571,1277655.2084835656,1082166.3218156314,1111927.2462179183
2005-04-20,1173389.6167621573,1211533.351049696,1258137.4595306113,1068822.224095733,1112774.6693138492
2005-04-21,1188716.6444735553,1234653.202232263,1280227.0785278871,1083913.0400758786,1111598.5483192601
2005-04-22,1186147.3092492656,1230135.5301621065,1275906.7434731969,1080958.466634188,1112225.9386475491
2005-04-25,1191730.719489448,1237310.6563911792,1283782.4601405412,1085648.370219413,1112635.8253130626
2005-04-26,1185369.6528560277,1226415.0943396245,1271799.8837976793,1078529.2770283935,1113993.0034957025
2005-04-27,1182269.1816479561,1230135.5301621067,1275891.4952318273,1080957.2057952555,1108571.4633009937
2005-04-28,1170815.2110059035,1214988.0414562866,1259232.7915356536,1071023.8324519072,1108018.6177507653
2005-04-29,1183161.2037680717,1231464.2572415646,1274974.059376096,1081833.9953717676,1108518.8717211955
2005-05-02,1181392.4098244593,1236779.1655593961,1280803.9703263664,1085319.5867329908,1103290.0979271939
2005-05-03,1181763.4582752201,1239436.6197183118,1284214.4936460103,1087518.8786336123,1101400.9088711902
2005-05-04,1193984.9167140012,1249269.2001063002,1296908.6545861152,1095739.4136725375,1104465.8118454749
2005-05-05,1195120.9064691958,1249003.4546904084,1296565.5691553014,1095531.8425389156,1105725.8549039722
2005-05-06,1188688.7006488582,1245017.2734520352,1291419.2876930968,1092561.6004086651,1102772.6585941745
2005-05-09,1196190.8367986681,1252458.1450969994,1301025.6797558789,1098120.9407563175,1104121.2575185157
2005-05-10,1186381.134773403,1239702.3651342033,1284557.5790768238,1088602.2246812086,1104637.3261100464
2005-05-11,1191862.877739628,1246346.000531493,1293134.714847165,1093557.5529206474,1104713.0468768468
2005-05-12,1175514.2182054785,1232261.4934892396,1274951.1870140417,1083052.9738588461,1100171.5498995862
2005-05-13,1173160.9124144218,1229604.0393303237,1272008.276429729,1081287.4984764121,1099762.4556351902
2005-05-16,1182137.0301451974,1240499.6013818784,1286054.448104596,1089916.7221502978,1099400.322062009
2005-05-17,1193090.3517467496,1249269.2001063006,1299447.486774136,1098403.4924462002,1101026.4150206163
2005-05-18,1209609.2820686202,1261493.4892373134,1318151.9961873838,1110242.2900471727,1104403.6063224936
2005-05-19,1213838.1270934194,1266276.9067233615,1325471.1520447414,1114860.847527272,1103670.379050265
2005-05-20,1210453.0168501604,1265213.9250597951,1323676.9423102643,1113833.8223905724,1101609.2171772183
2005-05-23,1218697.2338085044,1271591.8150411928,1334350.7112689111,1121111.294674745,1101914.5148673698
2005-05-24,1216023.7086666066,1268934.3608822771,1329903.3075361415,1118072.0563124272,1102484.3800978665
2005-05-25,1215927.1363161532,1267605.6338028195,1327679.605669757,1116553.2247441413,1103894.4813204168
2005-05-26,1224577.9724238978,1273452.032952434,1338836.2356051041,1123983.6461683493,1104402.069606731
2005-05-27,1233373.6667470962,1275843.741695458,1344066.3823948412,1127428.9105325916,1108949.3421096383
2005-05-31,1223289.4879622927,1267339.8883869278,1323303.3603967114,1115163.0809757812,1111947.2499111362
2005-06-01,1240072.725555292,1276906.7233590244,1342470.3997981674,1127237.939580712,1115162.86082105
2005-06-02,1248957.3788886217,1281158.6500132899,1351009.4149650848,1132597.4477133297,1117850.4855107842
2005-06-03,1236527.508002088,1273983.5237842174,1335207.1541591643,1123574.919798602,1115630.466633102
2005-06-06,1237813.4475225296,1273452.032952434,1334139.7772632998,1122979.13904734,1117382.2461984677
2005-06-07,1233594.7645407096,1274515.0146160002,1336223.7035837974,1124131.9417979869,1112426.9564269457
2005-06-08,1231617.6084059996,1271326.0696253015,1329184.0988182134,1120658.1439852023,1114081.6301996787
2005-06-09,1223769.826489234,1276640.9779431329,1340874.4172014934,1126439.181377121,1101235.6676506016
2005-06-10,1222560.1297655494,1274515.014616,1335451.1260210762,1123510.4412081924,1103010.307039317
2005-06-13,1228156.2190307325,1278235.4504384822,1344879.6219345476,1128578.4239326345,1103083.6647924294
2005-06-14,1232786.6216307518,1280892.9045973981,1353078.093044213,1133094.9353122287,1102828.0353343936
2005-06-15,1239226.4713486985,1282487.3770927473,1358033.771489299,1135827.892037409,1105929.0506043588
2005-06-16,1253102.3721582878,1286739.3037470125,1371248.9140095282,1143095.3905062191,1111236.1965926723
2005-06-17,1277539.692205028,1299686.477502992,1411489.20043305,1165120.0009189274,1111496.1569038576
2005-06-20,1270256.624115937,1296837.6295508924,1402210.9681950274,1160274.8995983603,1109781.7877501405
2005-06-21,1272345.6457864998,1297900.6112144587,1405667.23623878,1162210.893509318,1109755.1549784814
2005-06-22,1270088.8921036327,1297900.6112144587,1405667.23623878,1162210.893509318,1107786.7873093875
2005-06-23,1235658.3762759282,1279829.9229338316,1346910.679494991,1129002.5250547442,1109409.3621208463
2005-06-24,1222992.1590054075,1271060.3242094095,1328752.5653974835,1118209.7997727937,1108642.694693726
2005-06-27,1221446.9922464802,1271591.8150411926,1329906.348994442,1118860.4179015732,1106596.9490310613
2005-06-28,1229650.5707274785,1282753.1225086385,1357099.0461033755,1134485.4796022596,1098575.362177902
2005-06-29,1223327.6333062612,1278766.941270265,1347378.292230322,1128858.2196846951,1098375.5604135934
2005-06-30,1208059.0609482732,1270794.578793518,1326005.3405774129,1115106.4343995368,1098046.9819650361
2005-07-01,1206640.970002629,1275577.9962795663,1337878.6378571265,1122692.8508248383,1089287.6740269288
2005-07-05,1225172.6700466305,1285144.8312516632,1365737.1748391946,1140961.485928746,1088291.990845617
2005-07-06,1204704.447575536,1273983.523784217,1333182.179515322,1119590.2350700677,1090495.2546091625
2005-07-07,1214049.0756021086,1278501.1958543737,1344590.405433266,1127811.7361674844,1090946.1394288363
2005-07-08,1247849.3459876273,1293117.1937284104,1385099.9000048921,1157652.91315721,1092453.371173169
2005-07-11,1267438.2527022967,1300558.0653733746,1407489.4010824347,1174137.8064554234,1094046.394431961
2005-07-12,1272942.8662855532,1302684.028700507,1413893.6624576226,1179114.784814184,1094160.4655458347
2005-07-13,1279240.3925692996,1305341.482859423,1422264.9469694754,1185353.0172846606,1093784.7436714964
2005-07-14,1288427.4602047827,1309327.6640977967,1434844.7460993093,1194713.5633760374,1093002.4863140685
2005-07-15,1287375.3316278441,1308796.1732660134,1433167.4395486647,1193464.6043267893,1093252.571397483
2005-07-18,1273778.9818712506,1303747.0103640736,1417233.0273175421,1180916.618199069,1093200.7745135939
2005-07-19,1293357.7264653845,1310922.136593146,1439876.6657512428,1198728.731900631,1093514.8543291471
2005-07-20,1304885.398065293,1314376.8269997365,1450779.158330432,1207302.5081248758,1095440.0849330341
2005-07-21,1287522.728541158,1307467.4461865553,1428974.1731720536,1190184.878770621,1096395.8710935148
2005-07-22,1305693.55342308,1314908.3178315195,1452456.4648810765,1206601.3922573063,1096746.4615909692
2005-07-25,1297317.185659986,1311719.3728408206,1442392.6255772095,1199555.8840606571,1096114.594856807
2005-07-26,1298842.0072375687,1312782.3545043867,1445747.2386784984,1201905.7485680343,1095255.701227393
2005-07-27,1313749.7066050612,1317831.5174063265,1461681.650909621,1213076.3409191784,1097647.3214293336
2005-07-28,1337043.9308925627,1325538.1344671822,1487092.8451518852,1230089.3845071844,1101715.6281380362
2005-07-29,1306021.3863856911,1314642.5724156275,1451145.1161232998,1204672.1089711436,1098917.9453473361
2005-08-01,1310087.5863333635,1315439.8086633023,1453775.4377595377,1206416.1633019084,1100748.394621271
2005-08-02,1334118.8124825477,1323412.1711400498,1480078.6541219172,1223968.162345703,1104925.0139185137
2005-08-03,1344274.14127341,1326335.3707148568,1489723.1667881233,1230379.9157982261,1107547.570413197
2005-08-04,1309691.1308556302,1315971.2994950854,1455528.9855170297,1207700.8838925315,1099469.544715641
2005-08-05,1284401.9269262678,1307201.7007706633,1426595.4475184123,1190277.2002118656,1094101.7837957987
2005-08-08,1270683.589687587,1304544.2466117477,1417827.7087309523,1184978.1480815664,1087286.8732687589
2005-08-09,1291751.5763192151,1311985.1182567116,1442377.37733584,1198899.3063257397,1092540.656468428
2005-08-10,1282699.2019866135,1311453.6274249284,1440623.829578348,1197908.653445186,1085787.086740811
2005-08-11,1294608.0813270041,1316502.7903268682,1457282.5332745216,1207378.4419751882,1087284.3504214385
2005-08-12,1276188.2051709795,1308530.4278501212,1430979.316912142,1192446.5733411484,1085260.9502930108
2005-08-15,1298491.3017965686,1315439.808663302,1453775.4377595377,1205411.9564391442,1092427.375875896
2005-08-16,1248172.103260763,1298432.1020462413,1397661.9095197949,1173704.2939721684,1078829.2452894393
2005-08-17,1246677.7745595388,1298432.1020462413,1397621.2475428095,1173680.3964579229,1077559.621958168
2005-08-18,1243185.9248428924,1297900.611214458,1396071.009670244,1172795.146600771,1075354.2099832138
2005-08-19,1247991.6670563521,1300823.8107892657,1404597.3179693536,1177674.0137971388,1075037.6611271463
2005-08-22,1249823.995145113,1301089.5562051572,1405372.4369056362,1178117.6772374797,1076211.057046383
2005-08-23,1242443.8437629105,1298432.1020462415,1397621.2475428095,1173312.1698374273,1074245.9151146712
2005-08-24,1211581.405325079,1286207.812915229,1361965.776473806,1151232.4711899064,1067776.9749501646
2005-08-25,1218331.2931944162,1289928.2487377108,1371719.56820316,1157298.4176650492,1068099.4963854211
2005-08-26,1202412.1261799568,1281955.8862609635,1351881.6061814465,1144977.0438630392,1065515.015923555
2005-08-29,1221858.72043468,1290991.230401277,1374347.3484658364,1158132.0600743585,1070505.5242063587
2005-08-30,1208145.470829186,1284613.3404198792,1359388.8236823613,1148882.1646384697,1067040.982562059
2005-08-31,1238133.6754433713,1298432.1020462413,1393732.945993588,1168989.2022907839,1074852.033209083
2005-09-01,1239506.016584952,1298697.847462133,1394393.7031195997,1169373.1140846587,1075690.3979192122
2005-09-02,1235663.4639091154,1296571.8841350004,1389107.646111508,1166304.2126341814,1075178.7254044134
2005-09-06,1274160.188293271,1311985.1182567119,1431823.0529345877,1191327.693668486,1085607.2453573986
2005-09-07,1276902.330172327,1313313.8453361697,1435858.7541503806,1193630.1928840517,1085845.4277170233
2005-09-08,1269781.404787705,1309593.4095136877,1424473.4005944908,1187144.6957634743,1085689.8299299837
2005-09-09,1295916.884988504,1320223.2261493506,1457002.9821827477,1205677.357709258,1091087.3781028974
2005-09-12,1294735.152448115,1318363.0082381098,1451310.3054048026,1202449.940462228,1093013.1044444204
2005-09-13,1275227.5646462396,1310124.9003454708,1426099.8796739038,1187070.6730306093,1090524.4100700377
2005-09-14,1259227.075228941,1305872.9736912055,1413880.9555898146,1179121.9627280503,1084143.6510347615
2005-09-15,1256614.5456118877,1304544.2466117477,1410244.25002319,1176842.2050224002,1083990.4917054742
2005-09-16,1274181.8453439327,1310433.2065506263,1429059.696348745,1188675.8585865996,1088244.5410115602
2005-09-19,1292358.9648718813,1315971.2994950856,1446801.9087065551,1199792.6002568277,1093591.6440118477
2005-09-20,1262192.8631001497,1304809.9920276394,1411044.7826950885,1175496.0612100472,1090211.0516079243
2005-09-21,1229856.4217920753,1292585.7028966267,1371882.2161111012,1148822.0774963326,1087019.3795816023
2005-09-22,1238194.6724030126,1296571.8841350002,1383087.1321441187,1156449.496297073,1087172.1257180462
2005-09-23,1240570.8513704673,1297369.120382675,1385435.361315021,1158042.1771828085,1087761.211272828
2005-09-26,1244311.7560451534,1298432.1020462413,1388769.6434278174,1160262.658690834,1088955.6013395179
2005-09-27,1242418.432664218,1298697.847462133,1389608.2967031396,1160819.541076037,1086776.0075305214
2005-09-28,1246759.1021198898,1299760.8291256991,1392962.9098044285,1163051.5359121286,1088483.279236375
2005-09-29,1275669.7668257742,1309327.664097796,1423154.4277160296,1183108.0421173617,1094953.143764916
2005-09-30,1284437.504682555,1311985.1182567116,1431540.960469252,1188986.33336863,1097038.5156081268
2005-10-03,1278124.7308942266,1309327.664097796,1423154.4277160296,1183105.045992463,1097073.2434269034
2005-10-04,1240832.616492469,1293382.9391443015,1377379.2071248044,1151323.5800860508,1094534.120712465
2005-10-05,1210539.443366957,1276375.2325272404,1341515.3434237512,1126365.9963214088,1091539.1601754103
2005-10-06,1204282.5780131822,1272389.0512888667,1334241.932290502,1121376.5592530523,1090732.532131363
2005-10-07,1210646.1815994394,1275577.9962795654,1340036.26401091,1125352.1425680104,1092629.1788796927
2005-10-10,1196470.3955685422,1264948.1796439027,1322231.4008384626,1112123.1205251212,1092679.634936796
2005-10-11,1194843.9167217992,1263353.707148553,1319562.958598801,1110271.1439780563,1093013.8470353384
2005-10-12,1177694.7247484208,1252723.8905128902,1301773.343667723,1097991.3882723707,1089415.0752903132
2005-10-13,1175570.140987997,1252192.399681107,1300883.8629211693,1097413.2595610567,1088023.3627017988
2005-10-14,1191977.2537039726,1264948.1796439027,1322231.4008384626,1111078.3543207922,1089660.4379780758
2005-10-17,1201448.949982063,1269465.8517140592,1330846.6572122276,1116893.9837153964,1092615.5805142708
2005-10-18,1180327.5939627457,1255912.8355035891,1306853.5494173265,1099423.1626690563,1090498.55489673
2005-10-19,1200729.7345942704,1276109.487111349,1342585.2616931775,1123700.9354178752,1085267.2899886165
2005-10-20,1170517.8869738602,1253786.8721764567,1303092.3165461842,1096730.5570656145,1084008.5381584794
2005-10-21,1179577.8867068298,1258304.5442466135,1309979.4388980733,1101781.0185721589,1087407.0649852308
2005-10-24,1202976.3132046554,1278235.4504384815,1340475.9216370638,1124035.0372247815,1087013.4757617002
2005-10-25,1204058.9317108032,1274515.0146159995,1335474.4984678696,1120363.8987202586,1091541.9582798157
2005-10-26,1200490.8518778982,1271326.0696253006,1331204.9908844107,1117516.7748857415,1091081.1886936743
2005-10-27,1188587.0481106485,1256975.8171671554,1314716.559216863,1106009.9032105012,1091496.9362712097
2005-10-28,1203952.1980153797,1275312.2508636743,1335759.1323067665,1120695.3826607396,1091114.2011585138
2005-10-31,1208684.241016006,1285942.0674993373,1349467.301297943,1130616.8355004261,1085743.170639074
2005-11-01,1201146.5148947497,1282221.631676855,1345355.3588753024,1127607.263058071,1081862.266677855
2005-11-02,1214097.3561157058,1294711.6662237593,1359091.4829756562,1137699.1122956483,1083844.5361551514
2005-11-03,1219866.2784048878,1300823.8107892657,1365813.416046042,1142628.724530657,1084298.28513362
2005-11-04,1216773.4211188124,1298963.5928780243,1363391.487041854,1140864.80151415,1083223.02377785
2005-11-07,1218458.3549311825,1299760.8291256991,1364420.7433342948,1141615.3928173291,1084010.3549777155
2005-11-08,1219139.4401373155,1299760.8291256991,1364420.7433342948,1141615.3928173291,1084616.287394759
2005-11-09,1221975.6115196885,1300823.8107892657,1365793.0850575494,1142614.8961178863,1086189.9082997679
2005-11-10,1234895.9605622948,1311453.6274249284,1379516.5022900952,1152595.461437601,1088186.848821641
2005-11-11,1240591.1732460635,1315971.2994950854,1385981.7566307613,1156829.4849275968,1089208.033768004
2005-11-14,1239894.8428232672,1315174.0632474106,1384838.138528049,1155962.1431707107,1089413.3151224544
2005-11-15,1233953.1106219431,1310124.9003454708,1377595.223877539,1151000.7465922774,1088868.477950932
2005-11-16,1241653.4696051674,1312516.609088495,1381026.0781856754,1153347.5712918187,1093443.3104716
2005-11-17,1262594.3910099834,1323677.9165559413,1401794.182930928,1168181.7833453116,1097820.8845910793
2005-11-18,1269598.4209664292,1328992.8248737727,1411705.5398211,1175235.7976521738,1097281.7181281848
2005-11-21,1289235.6116071846,1336167.9511028454,1434211.9440824753,1191333.8629820615,1099223.3727804138
2005-11-22,1303884.0867221192,1341482.859420677,1450985.00958892,1203310.6376004687,1100662.137265473
2005-11-23,1320631.7388807312,1348392.240233858,1472789.9947472985,1218860.2943611918,1100576.3264786426
2005-11-24,1317719.3247791578,1347329.2585702918,1469435.3816460094,1216313.05045476,1100449.2520416318
2005-11-25,1325140.1355789788,1349986.7127292075,1477821.914399232,1222646.7101207054,1100916.167543386
2005-11-28,1299218.1252508366,1340419.8777571109,1446242.806523007,1199855.155578756,1099902.7178711854
2005-11-29,1292869.773240881,1338559.6598458698,1440105.3893717853,1195419.303423132,1098594.6070718307
2005-11-30,1268538.6648563168,1329790.061121448,1411171.8513731677,1174482.4364287667,1097160.7075206274
2005-12-01,1312372.2734095696,1344140.3135795926,1455752.626390449,1208788.3389413508,1103025.068573483
2005-12-02,1317719.321676895,1345734.7860749424,1460708.304835535,1212580.412362263,1104058.880654875
2005-12-05,1313515.8959330062,1343077.3319160265,1452052.3864847848,1206266.1895026925,1106286.138587781
2005-12-06,1320357.2871331854,1345203.295243159,1458964.9225722894,1211307.344851726,1107424.8577724341
2005-12-07,1302648.9785507375,1337230.932766412,1433042.9122441472,1192422.3700207763,1109837.7341833075
2005-12-08,1306522.0389937935,1335902.205686954,1428722.577189457,1189602.8587240314,1115761.762552581
2005-12-09,1324906.3435204995,1338559.6598458698,1436702.490172826,1194434.384057578,1126930.2226035127
2005-12-12,1318415.687543042,1340419.8777571106,1442306.2188761157,1197802.313307759,1118231.8538985206
2005-12-13,1311127.0015665211,1348923.731065641,1469127.875445058,1212195.8689505055,1098612.4713387506
2005-12-14,1298437.9274452592,1353972.893967581,1485062.2876761807,1220901.1893126254,1080090.4835195648
2005-12-15,1294237.0301617633,1349455.221897424,1470141.8834961294,1212979.6174875374,1083603.9658685394
2005-12-16,1303451.1752375425,1355131.507648487,1488869.653674715,1222900.293554723,1082455.9944709532
2005-12-19,1290282.683030667,1347329.2585702916,1463127.6924661617,1209249.6404899133,1083603.110246187
2005-12-20,1275583.3742787538,1347860.7494020746,1464545.7789135247,1209978.461749371,1070605.2671897244
2005-12-21,1279248.0097098935,1349986.7127292072,1470441.7655763961,1213064.116037846,1070950.7905518261
2005-12-22,1301556.2014916562,1355833.1118788219,1488028.0706225475,1222327.7394687019,1081448.2190746404
2005-12-23,1305922.2864279668,1356896.0935423882,1491062.4706550771,1223998.4118361187,1083597.8304682716
2005-12-27,1295583.9567921623,1343608.822747809,1455462.9098044285,1205519.269797051,1091378.995901385
2005-12-28,1305879.0749339804,1344937.5498272672,1458266.0448428541,1206968.8344066634,1098739.1193363552
2005-12-29,1298125.3621131587,1339356.896093544,1445170.3468800192,1200803.0134636927,1097828.2364466956
2005-12-30,1292552.0832035553,1333776.2423598208,1432094.979905677,1194632.0503653688,1098756.67153755
2006-01-03,1346937.510538076,1355035.875631147,1499100.8352303628,1226534.08218249,1115646.232898955
2006-01-04,1360091.680994322,1361148.0201966532,1519251.386200151,1235582.599833832,1118311.1523718312
2006-01-05,1345758.3001759986,1361945.2564443278,1521881.7078363888,1236760.049316162,1105460.0898099027
2006-01-06,1384727.7557574073,1373106.5639117742,1558706.2107437202,1253435.7887393036,1122565.8021492402
2006-01-09,1401078.9149784641,1376561.2543183642,1570104.271167418,1258519.706008017,1131268.1868706152
2006-01-10,1390074.7639279878,1377624.2359819305,1573611.366682402,1260072.0030969984,1120987.8030217572
2006-01-11,1402852.7969818246,1381610.4172203045,1586762.9748635918,1265946.4352365662,1126066.2743610246
2006-01-12,1390842.2655297853,1374966.7818230148,1563875.3645679792,1256199.6664143496,1125095.2562965075
2006-01-13,1398344.4092413604,1374169.5455753403,1561130.68112147,1255029.036878059,1132212.4277328174
