Date,ES=F,NQ=F,RTY=F,GC=F,SI=F,ZN=F
2002-08-23,-1.02378642775469,-1.0181294368245042,,1.4317589085670188,0.5256797437899754,0.845627013121065
2002-08-26,-0.9283243656669579,-0.9569397299226237,,1.4721870615941048,0.5459629992186991,0.8226469784396432
2002-08-27,-0.8897478291149455,-0.9545016987866999,,1.507094978363455,0.6918475439451599,0.7843815169140607
2002-08-28,-1.0475946718747686,-1.099761858408298,,1.4382750520946463,0.6740340388667553,0.8410598100313088
2002-08-29,-1.011079136479025,-0.9657731555688247,,1.6854059334397349,0.7575040173098078,1.0405185550435485
2002-08-30,-1.0469319576813334,-0.9949219175929918,,1.6511821605570267,0.6014498390574994,1.0561031107264953
2002-09-02,-0.9329186556315254,-0.8996549915982509,,1.6105218741082004,0.6031149584494103,0.9549695484147326
2002-09-03,-1.0082159654341831,-0.9801000509654704,,1.6418725347496532,0.6362306601189928,1.0669340814858932
2002-09-04,-0.9913783015630224,-0.9849629428799007,,1.7587988448424057,0.6332898707271136,1.1273663944366288
2002-09-05,-1.0361894966020744,-0.981608837877157,,1.8749131625868969,0.6790286978409571,1.171969552080204
2002-09-06,-0.9628585853454827,-0.8824260862121979,,1.9341083130726595,0.6744355680860132,0.8896223111522099
2002-09-09,-0.9250907207047097,-0.8561843606963787,,1.9825985144617901,0.7769313839234498,0.7400652138915847
2002-09-10,-0.8594372157889949,-0.774624813867813,,1.0990242462021886,0.548380995569247,0.7728755719460588
2002-09-11,-0.6286983881492937,-0.6167320488853573,,1.0682338591348,0.3809498325982567,0.6836130861878208
2002-09-12,-0.7078639071370172,-0.62731433846951,,1.2151333893912306,0.3548680787141258,0.86128860465852
2002-09-13,-0.5747476241715489,-0.5377593389561792,,1.0024852526370338,-0.12148114050243261,0.9142346041798542
2002-09-16,-0.38446524463938925,-0.4827882914332346,,1.1190009572348796,0.1832899603441035,1.1910100783569988
2002-09-17,-0.2800442923736331,-0.35791522687888666,,1.0048122616997295,0.09634342921553597,1.143967687041882
2002-09-18,-0.7810899860106147,-0.7167006359182457,,1.217460424925005,0.19743880963695667,1.1827556160347286
2002-09-19,-0.9891069743564332,-0.7813612260494404,,1.255950909297262,0.3056252038662069,1.1871769722803271
2002-09-20,-0.9292585345260534,-0.6296784130845949,,1.1249019009213772,0.16482665398964924,0.9708389349752945
2002-09-23,-1.0670181457694654,-0.7068756160782645,,1.2253291596536422,0.1933263443263811,0.9964735267131722
2002-09-24,-1.2807439182508111,-0.7898675754081881,,1.2982697675537398,0.1216647120688762,1.057727730179905
2002-09-25,-1.1278959959592705,-0.6114693044909844,,1.1707697112362714,0.024735721366289477,0.8730970260633403
2002-09-26,-1.103828407738944,-0.6625691763275243,,1.1944558740951228,-0.06500877864327435,0.8375849818867401
2002-09-27,-1.388430721928718,-0.9521619116446318,,1.1507638297973908,-0.07037697649134218,0.8900546452057673
2002-09-30,-1.4630581629654327,-1.08171265202726,,1.29549403393433,-0.04836074482919468,0.9817482168986854
2002-10-01,-1.1585455382307035,-0.9262907730171356,,1.1533358112445902,-0.18575155652832726,0.8844855281728922
2002-10-02,-1.2700525004027114,-1.0421342574681318,,1.1362170647640353,-0.16284923719941657,0.8911474245382871
2002-10-03,-1.313322194547742,-1.0438470877203399,,1.2645805323768449,0.021726176014361786,0.9874878609603112
2002-10-04,-1.531360002674785,-1.261690618938661,,1.4322267617198952,0.2128590544162064,0.9894530486696843
2002-10-07,-1.730434797198248,-1.4976984514618585,,1.595870570871434,0.17661400847706324,1.109483391632995
2002-10-08,-1.6144388132056164,-1.4780956510919596,,1.3312560649592355,-0.0263859090567936,1.096378177056822
2002-10-09,-1.7435624494865687,-1.4969502039238387,,1.499329426115482,0.06207232480885844,1.0911432631556863
