date,realized_cashflow,balance,equity,equity_source,benchmark_close,strategy_index,balance_index,benchmark_index,strategy_ret,benchmark_ret
2026-04-06,0.0,954445.0,954445.0,deal_based_reconstruction,6651.0,1.0,1.0,1.0,0.0,0.0
2026-04-07,-5212.0,949233.0,949233.0,deal_based_reconstruction,6656.75,0.9945392348432859,0.9945392348432859,1.000864531649376,-0.00546076515671412,0.0008645316493760546
2026-04-08,0.0,949233.0,968258.0,deal_based_plus_final_equity_patch,6815.0,1.0144722849404628,0.9945392348432859,1.0246579461735077,0.020042497469009213,0.0237728621324218
